utt_id,session,start_time,end_time,duration,quality_codes,flags,category,split
tr-008_01716,tr-008,1307.088,1309.377,2.289,EXC,,,
tr-009_02290,tr-009,2661.631,2663.872,2.241,Good,,spanish_only,train
tr-005_00271,tr-005,2123.076,2125.306,2.23,"MTS,CRT-A",,mixed,
tr-011_03149,tr-011,2258.339,2260.535,2.196,Good,,spanish_only,train
tr-007_01509,tr-007,3437.574,3439.754,2.18,Good,,spanish_only,dev
tr-009_02223,tr-009,2145.099,2147.265,2.166,Good,NSY,spanish_only,train
tr-008_01708,tr-008,1234.847,1236.987,2.14,Good,,spanish_only,train
tr-010_02566,tr-010,1204.01,1206.114,2.104,Good,,spanish_only,train
tr-011_03113,tr-011,2019.347,2021.397,2.05,CRT-A,,spanish_only,train
tr-006_00882,tr-006,2687.01,2694.14,7.13,Good,,mixed,train
tr-010_02735,tr-010,2446.331,2453.885,7.554,Good,NSY,spanish_only,train
tr-008_01753,tr-008,1549.401,1557.791,8.39,Good,,spanish_only,train
tr-005_00152,tr-005,1239.69,1244.69,5,Good,,spanish_only,train
tr-007_01300,tr-007,1853.958,1858.448,4.49,EXC,"NSY,BLK",,
tr-010_02717,tr-010,2312.316,2316.574,4.258,Good,,spanish_only,train
tr-010_02731,tr-010,2425.117,2429.29,4.173,Good,,spanish_only,train
tr-006_01049,tr-006,3618.938,3622.875,3.937,Good,,spanish_only,train
tr-010_02657,tr-010,1848.28,1852.12,3.84,Good,,spanish_only,train
tr-009_02378,tr-009,3557.405,3561.205,3.8,MTS,,spanish_only,
tr-007_01360,tr-007,2313.993,2317.733,3.74,Good,,spanish_only,train
tr-008_01699,tr-008,1146.76,1150.425,3.665,CRT-D,,spanish_only,train
tr-009_02183,tr-009,1783.13,1786.72,3.59,Good,NSY,mixed,train
tr-011_02896,tr-011,363.887,367.427,3.54,CRT-D,,spanish_only,train
tr-005_00066,tr-005,488.065,491.55,3.485,CRT-D,BLK,spanish_only,train
tr-007_01193,tr-007,909.37,912.8,3.43,Good,,spanish_only,dev
tr-007_01200,tr-007,994.18,997.6,3.42,Good,,spanish_only,train
tr-006_00617,tr-006,937.77,941.155,3.385,Good,,spanish_only,train
tr-010_02692,tr-010,2111.65,2114.985,3.335,MTS,,mixed,
tr-008_01723,tr-008,1358.52,1361.759,3.239,Good,,spanish_only,train
tr-010_02728,tr-010,2408.325,2411.515,3.19,Good,,spanish_only,train
tr-010_02766,tr-010,2654.87,2657.95,3.08,Good,,spanish_only,train
tr-009_02198,tr-009,1916.721,1919.776,3.055,Good,,spanish_only,train
tr-010_02693,tr-010,2115.225,2118.245,3.02,"CRT-A,MTS",,spanish_only,
tr-010_02770,tr-010,2680.959,2683.96,3.001,Good,,spanish_only,train
tr-010_02793,tr-010,2884.879,2887.815,2.936,Good,TMC,spanish_only,dev
tr-006_01027,tr-006,3506.98,3509.9,2.92,Good,,spanish_only,train
tr-010_02762,tr-010,2623.085,2625.944,2.859,"MTS,CRT-A",,spanish_only,
tr-008_01683,tr-008,1011.191,1014.036,2.845,MTS,,spanish_only,
tr-006_00787,tr-006,2114.68,2117.48,2.8,Good,,spanish_only,train
tr-005_00222,tr-005,1798.786,1801.546,2.76,EXC,BLK,,
tr-011_03013,tr-011,1213.82,1216.571,2.751,Good,,spanish_only,train
tr-009_02295,tr-009,2680.449,2683.16,2.711,Good,,spanish_only,train
tr-006_00564,tr-006,653.79,656.49,2.7,CRT-A,,spanish_only,dev
tr-006_00743,tr-006,1870.06,1872.74,2.68,Good,,spanish_only,train
tr-005_00343,tr-005,2783.316,2785.991,2.675,EXC,BCO,,
tr-010_02669,tr-010,1974.525,1977.19,2.665,MTS,,spanish_only,
tr-010_02570,tr-010,1221.689,1224.323,2.634,Good,,spanish_only,dev
tr-011_03023,tr-011,1259.344,1261.944,2.6,Good,,spanish_only,train
tr-006_00467,tr-006,60.215,62.8,2.585,Good,,spanish_only,train
tr-007_01318,tr-007,2055.983,2058.563,2.58,Good,,spanish_only,train
tr-006_00556,tr-006,624.25,626.8,2.55,Good,,spanish_only,train
tr-011_02938,tr-011,711.499,714.049,2.55,Good,,spanish_only,train
tr-010_02641,tr-010,1732.585,1735.115,2.53,CRT-A,,spanish_only,dev
tr-006_00493,tr-006,255.002,257.492,2.49,Good,,spanish_only,train
tr-007_01121,tr-007,234.655,237.125,2.47,Good,,spanish_only,train
tr-011_03245,tr-011,2957.958,2962.114,4.156,Good,TMC,mixed,dev
tr-005_00170,tr-005,1336.93,1339.335,2.405,EXC,BCO,,
tr-006_00608,tr-006,897.13,899.52,2.39,Good,,spanish_only,dev
tr-010_02562,tr-010,1185.013,1187.363,2.35,Good,,spanish_only,train
tr-007_01127,tr-007,256.26,258.56,2.3,Good,,spanish_only,train
tr-008_01727,tr-008,1386.836,1389.112,2.276,EXC,BLK,,
tr-008_01903,tr-008,2756.92,2759.187,2.267,Good,,spanish_only,train
tr-007_01117,tr-007,219.73,221.95,2.22,CRT-D,BLK,spanish_only,train
tr-005_00015,tr-005,160.54,162.7,2.16,Good,,spanish_only,train
tr-009_02375,tr-009,3499.705,3501.829,2.124,Good,,spanish_only,dev
tr-011_03028,tr-011,1278.756,1280.846,2.09,CRT-A,,spanish_only,train
tr-006_00941,tr-006,3014.25,3016.31,2.06,Good,,spanish_only,train
tr-008_01690,tr-008,1071.026,1073.042,2.016,Good,,spanish_only,train
tr-011_02981,tr-011,972.119,979.639,7.52,MTS,TMC,spanish_only,
tr-006_00664,tr-006,1301.87,1309.86,7.99,Good,,spanish_only,train
tr-010_02769,tr-010,2676.109,2680.725,4.616,MTS,,spanish_only,
tr-008_01672,tr-008,939.835,944.415,4.58,EXC,BCO,,
tr-011_02933,tr-011,673.615,677.689,4.074,Good,,spanish_only,train
tr-008_01596,tr-008,399.226,403.19,3.964,MTS,,spanish_only,
tr-006_00776,tr-006,2060.44,2064.38,3.94,Good,,spanish_only,train
tr-006_00845,tr-006,2491.895,2495.82,3.925,Good,,spanish_only,dev
tr-009_02311,tr-009,2790.233,2794.024,3.791,CRT-D,,spanish_only,train
tr-005_00048,tr-005,380.97,384.64,3.67,CRT-A,,spanish_only,train
tr-011_03197,tr-011,2636.411,2639.993,3.582,Good,,spanish_only,train
tr-009_02321,tr-009,2867.669,2871.24,3.571,Good,,spanish_only,train
tr-006_01089,tr-006,3884.386,3887.946,3.56,Good,NSY,spanish_only,train
tr-006_00730,tr-006,1801.02,1804.54,3.52,Good,,spanish_only,train
tr-008_01765,tr-008,1642.711,1646.146,3.435,CRT-D,BLK,spanish_only,train
tr-008_01633,tr-008,651.322,654.712,3.39,Good,,spanish_only,train
tr-005_00020,tr-005,179.42,182.78,3.36,Good,,spanish_only,train
tr-011_02942,tr-011,735.564,738.817,3.253,Good,,spanish_only,train
tr-011_02988,tr-011,1021.349,1024.589,3.24,EXC,USR,,
tr-006_01080,tr-006,3804.696,3807.856,3.16,Good,,spanish_only,train
tr-009_02229,tr-009,2178.944,2182.05,3.106,Good,NSY,spanish_only,train
tr-008_01756,tr-008,1566.671,1569.732,3.061,Good,,spanish_only,train
tr-006_00988,tr-006,3250.735,3253.727,2.992,Good,,spanish_only,train
tr-005_00300,tr-005,2313.091,2316.081,2.99,Good,TMC,spanish_only,train
tr-006_00729,tr-006,1797.48,1800.41,2.93,Good,,spanish_only,train
tr-006_01053,tr-006,3654.045,3656.935,2.89,Good,TMC,spanish_only,train
tr-006_01058,tr-006,3673.935,3676.735,2.8,Good,,spanish_only,train
tr-006_00908,tr-006,2825.225,2828.015,2.79,Good,TMC,spanish_only,train
tr-007_01404,tr-007,2623.847,2626.612,2.765,CRT-D,BLK,spanish_only,train
tr-010_02734,tr-010,2443.145,2445.899,2.754,Good,,spanish_only,train
tr-010_02673,tr-010,1988.985,1991.695,2.71,Good,TMC,spanish_only,train
tr-008_01658,tr-008,837.801,840.466,2.665,Good,,spanish_only,dev
tr-006_00497,tr-006,268.66,271.29,2.63,Good,,spanish_only,train
tr-009_02294,tr-009,2677.18,2679.766,2.586,Good,,spanish_only,train
tr-010_02571,tr-010,1224.693,1227.218,2.525,Good,,spanish_only,train
tr-009_02230,tr-009,2182.05,2187.065,5.015,Good,NSY,spanish_only,train
tr-008_01568,tr-008,164.308,169.746,5.438,CRT-A,,spanish_only,train
tr-009_02272,tr-009,2506.57,2509.022,2.452,Good,,spanish_only,train
tr-006_00633,tr-006,1029.07,1031.483,2.413,Good,TMC,spanish_only,train
tr-010_02670,tr-010,1977.595,1979.965,2.37,Good,TMC,spanish_only,train
tr-006_00983,tr-006,3223.135,3225.925,2.79,Good,,mixed,train
tr-006_00869,tr-006,2629.105,2631.865,2.76,Good,TMC,spanish_only,train
tr-005_00032,tr-005,266.355,268.98,2.625,CRT-D,"BLK,TMC",spanish_only,train
tr-011_03077,tr-011,1695.559,1698.054,2.495,Good,TMC,mixed,train
tr-006_00875,tr-006,2660.31,2662.72,2.41,Good,,mixed,train
tr-009_02267,tr-009,2474.299,2476.622,2.323,Good,TMC,spanish_only,train
tr-008_01787,tr-008,1818.337,1820.642,2.305,Good,TMC,spanish_only,train
tr-006_00800,tr-006,2208.52,2221.82,13.3,Good,TMC,mixed,train
tr-010_02482,tr-010,640.608,646.188,5.58,Good,,mixed,train
tr-010_02451,tr-010,383.223,388.438,5.215,MTS,"SPL,NSY",mixed,
tr-010_02400,tr-010,29.725,34.28,4.555,Good,"SPL,NSY",mixed,train
tr-008_01974,tr-008,3298.483,3302.945,4.462,CRT-D,"BLK,TMC",mixed,train
tr-008_01990,tr-008,3393.249,3397.633,4.384,Good,"SPL,TMC",jehe'a,train
tr-010_02396,tr-010,12.49,16.615,4.125,Good,"SPL,TMC,NSY",mixed,train
tr-009_02061,tr-009,624.705,628.6,3.895,MTS,"SPL,TMC",mixed,
tr-008_01917,tr-008,2896.083,2899.889,3.806,Good,,jehe'a,dev
tr-007_01168,tr-007,637.02,640.7,3.68,Good,,jehe'a,train
tr-008_01983,tr-008,3358.716,3361.986,3.27,"MTS,CRT-D","BLK,SPL,TMC",jehe'a,
tr-009_02010,tr-009,124.321,127.545,3.224,Good,NSY,mixed,train
tr-007_01245,tr-007,1299.88,1303.03,3.15,Good,,mixed,train
tr-011_02853,tr-011,55.885,66.26,10.375,EXC,,,
tr-010_02542,tr-010,1059.918,1062.858,2.94,Good,,jehe'a,train
tr-006_00549,tr-006,580.57,583.36,2.79,Good,,mixed,train
tr-007_01236,tr-007,1253.625,1256.395,2.77,Good,TMC,jehe'a,train
tr-009_02079,tr-009,780.306,783.073,2.767,Good,"TMC,SPL",mixed,dev
tr-010_02477,tr-010,609.633,612.35,2.717,EXC,,,
tr-005_00193,tr-005,1600.735,1603.335,2.6,Good,,mixed,train
tr-006_01076,tr-006,3791.696,3794.266,2.57,Good,,mixed,train
tr-007_01326,tr-007,2106.083,2108.613,2.53,Good,TMC,jehe'a,train
tr-007_01414,tr-007,2747.666,2750.147,2.481,MTS,,mixed,
tr-010_02814,tr-010,3086.287,3088.716,2.429,Good,,mixed,train
tr-005_00381,tr-005,3092.091,3094.436,2.345,Good,"TMC,NSY",mixed,train
tr-008_01853,tr-008,2351.21,2353.417,2.207,Good,TMC,mixed,test
tr-007_01417,tr-007,2758.957,2761.042,2.085,CRT-D,"BLK,TMC",mixed,train
tr-008_01693,tr-008,1080.128,1098.968,18.84,EXC,,,
tr-008_01651,tr-008,767.799,782.437,14.638,EXC,,,
tr-009_02051,tr-009,460.193,466.105,5.912,MTS,"SPL,TMC",mixed,
tr-008_01886,tr-008,2621.356,2626.331,4.975,CRT-A,"TMC,SPL",mixed,train
tr-008_01817,tr-008,2075.986,2080.596,4.61,Good,,mixed,train
tr-007_01442,tr-007,2918.127,2922.567,4.44,Good,,mixed,train
tr-010_02545,tr-010,1068.773,1072.983,4.21,CRT-A,,mixed,test
tr-007_01406,tr-007,2629.642,2633.387,3.745,CRT-D,BLK,mixed,train
tr-010_02503,tr-010,782.498,786.12,3.622,Good,SPL,jehe'a,train
tr-010_02476,tr-010,606.113,609.628,3.515,MTS,TMC,jehe'a,
tr-008_01992,tr-008,3406.555,3410.03,3.475,Good,TMC,jehe'a,train
tr-007_01536,tr-007,3671.969,3675.399,3.43,Good,"TMC,SPL",jehe'a,dev
tr-009_02337,tr-009,3092.775,3096.139,3.364,Good,"NSY,TMC",mixed,train
tr-007_01102,tr-007,46.985,50.34,3.355,MTS,"TMC,NSY",mixed,
tr-010_02493,tr-010,716.553,719.858,3.305,Good,TMC,jehe'a,train
tr-008_01799,tr-008,1938.375,1941.648,3.273,Good,TMC,mixed,dev
tr-005_00387,tr-005,3121.106,3124.346,3.24,Good,TMC,mixed,train
tr-011_03162,tr-011,2341.371,2344.516,3.145,Good,,mixed,train
tr-007_01348,tr-007,2228.963,2232.013,3.05,Good,,mixed,test
tr-007_01260,tr-007,1494.828,1497.803,2.975,Good,,mixed,train
tr-011_03241,tr-011,2946.173,2949.083,2.91,Good,TMC,spanish_only,dev
tr-005_00197,tr-005,1619.93,1622.815,2.885,CRT-D,BLK,mixed,train
tr-008_01798,tr-008,1934.82,1937.7,2.88,CRT-D,"BLK,SPL",mixed,test
tr-011_03069,tr-011,1604.494,1615.634,11.14,EXC,BCO,,
tr-006_00953,tr-006,3091.04,3093.76,2.72,Good,TMC,mixed,train
tr-006_00841,tr-006,2469.045,2471.75,2.705,Good,,mixed,train
tr-010_02647,tr-010,1779.055,1781.71,2.655,Good,,mixed,train
tr-010_02485,tr-010,658.59,661.24,2.65,Good,SPL,jehe'a,train
tr-006_00550,tr-006,584.48,587.08,2.6,Good,,spanish_only,train
tr-007_01210,tr-007,1039.92,1042.49,2.57,Good,,jehe'a,train
tr-007_01352,tr-007,2274.348,2276.848,2.5,Good,,mixed,train
tr-009_02096,tr-009,963.63,966.091,2.461,Good,SPL,mixed,train
tr-007_01436,tr-007,2879.136,2881.555,2.419,Good,TMC,spanish_only,train
tr-008_01809,tr-008,2000.928,2003.316,2.388,MTS,TMC,mixed,
tr-007_01371,tr-007,2421.763,2424.128,2.365,Good,"TMC,SPL",mixed,train
tr-006_00811,tr-006,2303.695,2306.005,2.31,Good,,mixed,train
tr-009_02118,tr-009,1166.865,1169.152,2.287,Good,NSY,mixed,dev
tr-006_00880,tr-006,2681.3,2683.565,2.265,Good,,mixed,train
tr-009_02098,tr-009,975.83,978.02,2.19,Good,"NSY,SPL",mixed,dev
tr-006_01007,tr-006,3348.715,3350.875,2.16,Good,"TMC,SPL",mixed,train
tr-005_00121,tr-005,1030.06,1032.18,2.12,Good,TMC,mixed,train
tr-006_01032,tr-006,3523.7,3525.805,2.105,Good,TMC,mixed,train
tr-008_01828,tr-008,2132.254,2134.315,2.061,Good,SPL,jehe'a,train
tr-005_00187,tr-005,1550.555,1565.49,14.935,CRT-D,BLK,mixed,train
tr-010_02479,tr-010,617.808,622.703,4.895,MTS,SPL,mixed,
tr-009_02062,tr-009,628.86,633.31,4.45,CRT-D,SPL,jehe'a,train
tr-008_01920,tr-008,2912.473,2916.461,3.988,EXC,,,
tr-007_01153,tr-007,530.28,533.98,3.7,CRT-A,,jehe'a,train
tr-006_00967,tr-006,3151.245,3154.835,3.59,Good,,mixed,train
tr-009_02075,tr-009,735.482,738.85,3.368,"MTS,CRT-A",,mixed,
tr-010_02443,tr-010,344.573,347.908,3.335,Good,"SPL,NSY",jehe'a,dev
tr-008_01930,tr-008,2987.463,2990.738,3.275,Good,SPL,jehe'a,train
tr-007_01353,tr-007,2277.313,2280.525,3.212,EXC,NCT,,
tr-008_01883,tr-008,2608.742,2611.925,3.183,Good,"SPL,TMC",mixed,train
tr-010_02449,tr-010,373.308,376.308,3,Good,,mixed,train
tr-007_01252,tr-007,1346.365,1349.335,2.97,Good,TMC,mixed,train
tr-010_02811,tr-010,3047.091,3050.021,2.93,MTS,,mixed,
tr-008_01936,tr-008,3022.913,3025.818,2.905,Good,"TMC,SPL",jehe'a,train
tr-007_01304,tr-007,1871.018,1873.848,2.83,Good,,mixed,train
tr-007_01411,tr-007,2720.217,2722.877,2.66,Good,,mixed,train
tr-007_01517,tr-007,3508.164,3510.749,2.585,MTS,TMC,jehe'a,
tr-008_01993,tr-008,3410.03,3412.536,2.506,EXC,,,
tr-010_02521,tr-010,898.498,900.958,2.46,Good,SPL,mixed,dev
tr-010_02540,tr-010,1021.858,1024.183,2.325,Good,"TMC,SPL",jehe'a,train
tr-008_01818,tr-008,2081.02,2083.298,2.278,"MTS,CRT-A",,mixed,
tr-005_00007,tr-005,81.65,83.81,2.16,Good,,spanish_only,train
tr-006_00943,tr-006,3021.41,3023.55,2.14,Good,TMC,jehe'a,train
tr-008_01826,tr-008,2126.388,2128.508,2.12,Good,SPL,jehe'a,train
tr-006_01044,tr-006,3594.1,3596.17,2.07,Good,TMC,mixed,train
tr-008_01779,tr-008,1738.979,1741.034,2.055,CRT-A,,mixed,train
tr-007_01112,tr-007,198.42,200.46,2.04,MTS,"TMC,NSY",mixed,
tr-006_00777,tr-006,2064.38,2066.38,2,Good,,mixed,train
tr-010_02778,tr-010,2775.555,2790.55,14.995,Good,TMC,spanish_only,train
tr-009_02058,tr-009,589.65,594.56,4.91,Good,SPL,mixed,train
tr-008_01928,tr-008,2979.008,2983.334,4.326,Good,TMC,jehe'a,train
tr-009_02316,tr-009,2835.586,2839.747,4.161,Good,"NSY,TMC",mixed,train
tr-010_02721,tr-010,2354.555,2358.403,3.848,Good,NSY,mixed,train
tr-007_01524,tr-007,3563.879,3567.449,3.57,Good,TMC,jehe'a,train
tr-008_01742,tr-008,1492.983,1496.498,3.515,CRT-D,,jehe'a,test
tr-008_01937,tr-008,3026.465,3029.778,3.313,Good,,guarani_only,test
tr-005_00298,tr-005,2305.381,2308.641,3.26,Good,"NSY,TMC",mixed,train
tr-008_01648,tr-008,750.936,754.026,3.09,Good,,mixed,train
tr-007_01474,tr-007,3205.849,3208.824,2.975,MTS,,mixed,
tr-010_02474,tr-010,600.143,603.028,2.885,CRT-A,TMC,jehe'a,train
tr-006_00949,tr-006,3077.265,3080.075,2.81,Good,TMC,jehe'a,train
tr-007_01391,tr-007,2556.532,2559.272,2.74,CRT-D,BLK,mixed,train
tr-008_01888,tr-008,2644.473,2647.086,2.613,EXC,,,
tr-006_00721,tr-006,1724.88,1727.45,2.57,Good,NSY,jehe'a,train
tr-006_00763,tr-006,2007.49,2010.02,2.53,Good,NSY,mixed,train
tr-007_01472,tr-007,3194.829,3197.319,2.49,Good,NSY,mixed,train
tr-011_03105,tr-011,1961.489,1963.909,2.42,EXC,,,
tr-008_01747,tr-008,1514.547,1516.947,2.4,Good,TMC,jehe'a,train
tr-011_02903,tr-011,400.815,403.16,2.345,Good,,mixed,train
tr-010_02544,tr-010,1065.44,1067.768,2.328,MTS,TMC,mixed,
tr-008_01749,tr-008,1522.007,1524.307,2.3,Good,TMC,jehe'a,train
tr-006_01036,tr-006,3538.87,3541.14,2.27,Good,,mixed,train
tr-007_01387,tr-007,2533.442,2535.677,2.235,MTS,,mixed,
tr-007_01232,tr-007,1236.615,1238.845,2.23,Good,,jehe'a,train
tr-007_01303,tr-007,1868.628,1870.758,2.13,EXC,TMC,,
tr-005_00372,tr-005,3050.166,3052.226,2.06,Good,TMC,jehe'a,train
tr-006_00886,tr-006,2717.435,2719.455,2.02,Good,TMC,mixed,train
tr-008_01932,tr-008,2997.52,2999.524,2.004,Good,,jehe'a,train
tr-005_00072,tr-005,523.71,538.645,14.935,EXC,TMC,,
tr-008_01854,tr-008,2353.681,2370.438,16.757,MTS,TMC,jehe'a,
tr-010_02446,tr-010,353.188,357.031,3.843,Good,TMC,mixed,train
tr-008_01895,tr-008,2681.831,2685.287,3.456,EXC,TMC,,
tr-010_02478,tr-010,614.088,617.278,3.19,Good,SPL,mixed,train
tr-005_00214,tr-005,1766.291,1770.041,3.75,Good,TMC,jehe'a,train
tr-005_00237,tr-005,1901.951,1905.461,3.51,Good,,mixed,dev
tr-005_00196,tr-005,1614.54,1618.905,4.365,Good,"TMC,NSY",jehe'a,train
tr-005_00177,tr-005,1448.44,1451.345,2.905,EXC,BLK,,
tr-005_00366,tr-005,3016.436,3019.006,2.57,Good,TMC,mixed,train
tr-006_00887,tr-006,2719.77,2722.16,2.39,Good,TMC,guarani_only,train
tr-005_00242,tr-005,1922.201,1925.991,3.79,Good,TMC,unknown,
tr-005_00226,tr-005,1819.116,1821.806,2.69,Good,,jehe'a,train
tr-005_00112,tr-005,919.795,921.905,2.11,Good,TMC,jehe'a,train
tr-010_02531,tr-010,960.25,964.02,3.77,Good,,jehe'a,test
tr-005_00321,tr-005,2540.371,2543.851,3.48,Good,TMC,mixed,train
tr-005_00410,tr-005,3351.686,3353.986,2.3,CRT-A,,mixed,train
tr-005_00389,tr-005,3127.361,3131.671,4.31,Good,TMC,jehe'a,train
tr-005_00299,tr-005,2308.911,2311.541,2.63,Good,,jehe'a,train
tr-005_00013,tr-005,154.415,156.67,2.255,MTS,,guarani_only,
tr-005_00219,tr-005,1786.701,1788.771,2.07,Good,,jehe'a,train
tr-005_00134,tr-005,1133.465,1136.215,2.75,CRT-D,BLK,jehe'a,train
tr-005_00412,tr-005,3356.496,3359.146,2.65,CRT-A,,jehe'a,train
tr-005_00267,tr-005,2099.936,2102.036,2.1,Good,"TMC,NSY",jehe'a,test
tr-009_02359,tr-009,3253.738,3255.975,2.237,Good,,guarani_only,test
tr-009_02013,tr-009,140.725,142.819,2.094,MTS,,guarani_only,
tr-007_01389,tr-007,2545.619,2547.642,2.023,MTS,TMC,guarani_only,
tr-009_02008,tr-009,113.889,118.96,5.071,MTS,"TMC,NSY",jehe'a,
tr-009_02017,tr-009,181.189,184.055,2.866,"CRT-D,MTS",BLK,guarani_only,
tr-010_02423,tr-010,194.43,197.34,2.91,EXC,BLK,,
tr-008_01812,tr-008,2025.198,2028.886,3.688,Good,,jehe'a,train
tr-009_02351,tr-009,3203.445,3205.865,2.42,EXC,BLK,,
tr-011_03079,tr-011,1706.649,1708.659,2.01,Good,NSY,spanish_only,train
tr-007_01131,tr-007,273.685,275.685,2,Good,NSY,spanish_only,train
tr-009_02245,tr-009,2325,2332.78,7.78,"MTS,CRT-D","NSY,TMC",spanish_only,
tr-009_02164,tr-009,1554.84,1563.773,8.933,Good,NSY,spanish_only,train
tr-010_02615,tr-010,1516.433,1520.518,4.085,MTS,,spanish_only,
tr-005_00009,tr-005,97.015,100.555,3.54,Good,,spanish_only,train
tr-007_01392,tr-007,2559.487,2562.807,3.32,Good,,spanish_only,train
tr-005_00160,tr-005,1284.365,1287.59,3.225,Good,NSY,spanish_only,train
tr-005_00060,tr-005,457.765,460.835,3.07,MTS,TMC,spanish_only,
tr-008_01624,tr-008,596.152,599.007,2.855,EXC,BLK,,
tr-006_00575,tr-006,711.47,714.28,2.81,Good,NSY,mixed,train
tr-008_01715,tr-008,1304.404,1307.088,2.684,CRT-A,NSY,spanish_only,train
tr-010_02674,tr-010,1991.715,1994.316,2.601,Good,,spanish_only,train
tr-006_00561,tr-006,639.88,642.34,2.46,Good,,spanish_only,train
tr-010_02597,tr-010,1391.688,1394.073,2.385,Good,TMC,spanish_only,train
tr-011_03243,tr-011,2952.743,2955.033,2.29,Good,,spanish_only,train
tr-005_00043,tr-005,335.815,338.065,2.25,Good,,spanish_only,train
tr-008_01646,tr-008,742.752,744.972,2.22,Good,NSY,mixed,train
tr-009_02122,tr-009,1198.48,1200.665,2.185,Good,,spanish_only,dev
tr-006_01093,tr-006,3904.236,3906.391,2.155,Good,,spanish_only,train
tr-005_00130,tr-005,1099.92,1102.06,2.14,Good,,spanish_only,train
tr-007_01307,tr-007,1894.619,1896.745,2.126,Good,NSY,spanish_only,train
tr-010_02622,tr-010,1557.445,1559.552,2.107,Good,,spanish_only,train
tr-008_01653,tr-008,797.886,802.79,4.904,"CRT-D,MTS","BLK,TMC",mixed,
tr-011_03044,tr-011,1380.119,1382.209,2.09,Good,,spanish_only,test
tr-010_02668,tr-010,1972.225,1974.295,2.07,MTS,,spanish_only,
tr-007_01349,tr-007,2232.153,2234.2,2.047,Good,NSY,spanish_only,train
tr-010_02698,tr-010,2146.079,2148.115,2.036,Good,,spanish_only,train
tr-008_01603,tr-008,481.1,483.12,2.02,Good,,spanish_only,dev
tr-006_00825,tr-006,2387.07,2393.71,6.64,CRT-A,TMC,spanish_only,train
tr-006_00989,tr-006,3253.727,3261.009,7.282,Good,,spanish_only,train
tr-006_00972,tr-006,3178.435,3186.76,8.325,CRT-A,TMC,spanish_only,train
tr-011_03196,tr-011,2626.449,2635.556,9.107,MTS,BCO,mixed,
tr-009_02148,tr-009,1424.362,1429.857,5.495,MTS,NSY,spanish_only,
tr-007_01173,tr-007,692.825,697.445,4.62,MTS,,spanish_only,
tr-008_01566,tr-008,146.616,150.151,3.535,Good,NSY,spanish_only,train
tr-010_02729,tr-010,2413.485,2416.461,2.976,Good,,spanish_only,train
tr-011_03173,tr-011,2425.386,2428.147,2.761,Good,,spanish_only,train
tr-010_02763,tr-010,2625.944,2628.485,2.541,EXC,"NSY,USR",,
tr-007_01124,tr-007,242.64,245.09,2.45,EXC,BLK,,
tr-006_00725,tr-006,1753.155,1755.56,2.405,Good,,spanish_only,train
tr-006_00571,tr-006,687.7,689.9,2.2,Good,NSY,spanish_only,train
tr-010_02810,tr-010,3044.291,3046.401,2.11,Good,,spanish_only,train
tr-008_01594,tr-008,393.712,395.782,2.07,Good,,spanish_only,train
tr-009_02145,tr-009,1389.687,1395.567,5.88,Good,TMC,spanish_only,train
tr-011_03202,tr-011,2653.099,2659.274,6.175,Good,,spanish_only,train
tr-006_00614,tr-006,917.19,924.16,6.97,Good,,spanish_only,train
tr-009_02215,tr-009,2039.791,2047.136,7.345,"MTS,CRT-D",NSY,spanish_only,
tr-009_02174,tr-009,1678.805,1686.595,7.79,MTS,,spanish_only,
tr-005_00049,tr-005,387.16,396.88,9.72,Good,NSY,mixed,train
tr-009_02263,tr-009,2450.268,2455.24,4.972,EXC,NSY,,
tr-009_02214,tr-009,2036.585,2039.62,3.035,EXC,NSY,,
tr-009_02286,tr-009,2643.37,2645.86,2.49,EXC,NSY,,
tr-011_03147,tr-011,2252.06,2254.482,2.422,Good,NSY,spanish_only,train
tr-005_00155,tr-005,1253.095,1255.435,2.34,Good,,spanish_only,train
tr-008_01582,tr-008,300.071,302.25,2.179,Good,,spanish_only,train
tr-006_00494,tr-006,258.097,260.217,2.12,Good,,spanish_only,train
tr-005_00458,tr-005,3793.428,3795.438,2.01,EXC,BCO,,
tr-010_02580,tr-010,1285.349,1287.349,2,CRT-A,,spanish_only,train
tr-008_01696,tr-008,1116.412,1124.589,8.177,EXC,"BCO,NCT",,
tr-010_02837,tr-010,3247.351,3257.396,10.045,EXC,NSY,,
tr-010_02604,tr-010,1434.586,1447.9,13.314,MTS,NSY,spanish_only,
tr-008_01595,tr-008,395.787,398.801,3.014,EXC,BLK,,
tr-008_01580,tr-008,291.927,294.191,2.264,EXC,NSY,,
tr-008_01559,tr-008,94.718,96.889,2.171,EXC,NSY,,
tr-010_02607,tr-010,1457.323,1459.365,2.042,Good,,mixed,train
tr-006_00699,tr-006,1597.87,1605.34,7.47,Good,,spanish_only,dev
tr-007_01125,tr-007,245.47,253.113,7.643,Good,NSY,spanish_only,train
tr-006_00810,tr-006,2276.782,2302.66,25.878,EXC,NSY,,
tr-007_01148,tr-007,482.035,491.145,9.11,CRT-A,,spanish_only,train
tr-009_02372,tr-009,3461.472,3472.665,11.193,"MTS,CRT-A",NSY,spanish_only,
tr-011_03161,tr-011,2334.787,2341.122,6.335,Good,,spanish_only,train
tr-006_00618,tr-006,941.335,949.555,8.22,Good,TMC,spanish_only,dev
tr-006_01092,tr-006,3894.116,3903.271,9.155,Good,NSY,spanish_only,train
